Song,Year,Popularity,URL
Side Effects,2008,26,http://www.metrolyrics.com/side-effects-lyrics-mariah-carey.html
Silent Night,2006,6,http://www.metrolyrics.com/silent-night-lyrics-mariah-carey.html
Sitting On Top,2013,6,http://www.metrolyrics.com/sitting-on-top-lyrics-mariah-carey.html
Skydiving,2009,6,http://www.metrolyrics.com/skydiving-lyrics-mariah-carey.html
Slipping Away,2006,6,http://www.metrolyrics.com/slipping-away-lyrics-mariah-carey.html
So Blessed,2006,15,http://www.metrolyrics.com/so-blessed-lyrics-mariah-carey.html
So Lonely (One And Only Part II),2007,6,http://www.metrolyrics.com/so-lonely-one-and-only-part-ii-lyrics-mariah-carey.html
So Lonely with Twista,2007,6,http://www.metrolyrics.com/so-lonely-with-twista-lyrics-mariah-carey.html
Someday,2006,26,http://www.metrolyrics.com/someday-lyrics-mariah-carey.html
Someday (MTV Unplugged version),2015,9,http://www.metrolyrics.com/someday-mtv-unplugged-version-lyrics-mariah-carey.html
Sprung,2006,6,http://www.metrolyrics.com/sprung-lyrics-mariah-carey.html
Standing O's,2009,6,http://www.metrolyrics.com/standing-os-lyrics-mariah-carey.html
Stay Long Love You,2018,6,http://www.metrolyrics.com/stay-long-love-you-lyrics-mariah-carey.html
Stay The Night,2005,9,http://www.metrolyrics.com/stay-the-night-lyrics-mariah-carey.html
Still With You,2009,6,http://www.metrolyrics.com/still-with-you-lyrics-mariah-carey.html
Subtle Invitation,2006,6,http://www.metrolyrics.com/subtle-invitation-lyrics-mariah-carey.html
Sunflowers (For Alfred Carey),2006,6,http://www.metrolyrics.com/sunflowers-for-alfred-carey-lyrics-mariah-carey.html
Supernatural,2014,9,http://www.metrolyrics.com/supernatural-lyrics-mariah-carey.html
Sweetheart,2006,22,http://www.metrolyrics.com/sweetheart-lyrics-mariah-carey.html
Sweetheart (With JD),2006,6,http://www.metrolyrics.com/sweetheart-with-jd-lyrics-mariah-carey.html
Swing It Home,2006,6,http://www.metrolyrics.com/swing-it-home-lyrics-mariah-carey.html
Thank God I Found You,2012,56,http://www.metrolyrics.com/thank-god-i-found-you-lyrics-mariah-carey.html
Thank God I Found You (remix),2006,19,http://www.metrolyrics.com/thank-god-i-found-you-remix-lyrics-mariah-carey.html
Thank God I Found You - Make It Last Remix,2009,6,http://www.metrolyrics.com/thank-god-i-found-you-make-it-last-remix-lyrics-mariah-carey.html
"Thank God I Found You ft/ Nas, Joe (remix)",2007,6,http://www.metrolyrics.com/thank-god-i-found-you-ft-nas-joe-remix-lyrics-mariah-carey.html
Thank You That I Found You,2009,6,http://www.metrolyrics.com/thank-you-that-i-found-you-lyrics-mariah-carey.html
Thanx 4 Nothin',2008,6,http://www.metrolyrics.com/thanx-4-nothin-lyrics-mariah-carey.html
That Chick,2008,6,http://www.metrolyrics.com/that-chick-lyrics-mariah-carey.html
The Art of Letting Go,2013,34,http://www.metrolyrics.com/the-art-of-letting-go-lyrics-mariah-carey.html
The Beautiful Ones,2006,22,http://www.metrolyrics.com/the-beautiful-ones-lyrics-mariah-carey.html
The Distance,2018,6,http://www.metrolyrics.com/the-distance-lyrics-mariah-carey.html
The First Noel,2010,6,http://www.metrolyrics.com/the-first-noel-lyrics-mariah-carey.html
The One,2006,6,http://www.metrolyrics.com/the-one-lyrics-mariah-carey.html
The Roof,2009,28,http://www.metrolyrics.com/the-roof-lyrics-mariah-carey.html
The Roof (Mobb Deep Extended Version),2012,6,http://www.metrolyrics.com/the-roof-mobb-deep-extended-version-lyrics-mariah-carey.html
The Roof (Mobb Deep Mix),2008,15,http://www.metrolyrics.com/the-roof-mobb-deep-mix-lyrics-mariah-carey.html
The Star,2017,6,http://www.metrolyrics.com/the-star-lyrics-mariah-carey.html
The Star Spangled Banner,2008,6,http://www.metrolyrics.com/the-star-spangled-banner-lyrics-mariah-carey.html
The Waited Too Long Blues,2008,6,http://www.metrolyrics.com/the-waited-too-long-blues-lyrics-mariah-carey.html
The Wind,2006,19,http://www.metrolyrics.com/the-wind-lyrics-mariah-carey.html
There For Me,2006,6,http://www.metrolyrics.com/there-for-me-lyrics-mariah-carey.html
There Goes My Heart,2007,9,http://www.metrolyrics.com/there-goes-my-heart-lyrics-mariah-carey.html
There's Got to Be a Way,2006,15,http://www.metrolyrics.com/theres-got-to-be-a-way-lyrics-mariah-carey.html
Thirsty,2014,9,http://www.metrolyrics.com/thirsty-lyrics-mariah-carey.html
Through The Rain,2006,54,http://www.metrolyrics.com/through-the-rain-lyrics-mariah-carey.html
Through The Rain (R&B Remix),2006,6,http://www.metrolyrics.com/through-the-rain-rb-remix-lyrics-mariah-carey.html
Through The Rain Remix,2007,9,http://www.metrolyrics.com/through-the-rain-remix-lyrics-mariah-carey.html
Till The End Of Time,2006,43,http://www.metrolyrics.com/till-the-end-of-time-lyrics-mariah-carey.html
To Be Around You,2006,6,http://www.metrolyrics.com/to-be-around-you-lyrics-mariah-carey.html
To The Floor,2005,6,http://www.metrolyrics.com/to-the-floor-lyrics-mariah-carey.html
Touch My Body,2008,71,http://www.metrolyrics.com/touch-my-body-lyrics-mariah-carey.html
Touch My Body (Remix),2008,15,http://www.metrolyrics.com/touch-my-body-remix-lyrics-mariah-carey.html
Treated Me Kind,2006,6,http://www.metrolyrics.com/treated-me-kind-lyrics-mariah-carey.html
Triumphant,2012,6,http://www.metrolyrics.com/triumphant-lyrics-mariah-carey.html
Triumphant (Get 'Em),2012,6,http://www.metrolyrics.com/triumphant-get-em-lyrics-mariah-carey.html
Twister,2006,6,http://www.metrolyrics.com/twister-lyrics-mariah-carey.html
Underneath The Stars,2012,22,http://www.metrolyrics.com/underneath-the-stars-lyrics-mariah-carey.html
Up Out My Face,2009,26,http://www.metrolyrics.com/up-out-my-face-lyrics-mariah-carey.html
Up Out My Face Remix,2010,6,http://www.metrolyrics.com/up-out-my-face-remix-lyrics-mariah-carey.html
Vanishing,2012,9,http://www.metrolyrics.com/vanishing-lyrics-mariah-carey.html
Vision Of Love,2009,52,http://www.metrolyrics.com/vision-of-love-lyrics-mariah-carey.html
Visions Of Love,2006,6,http://www.metrolyrics.com/visions-of-love-lyrics-mariah-carey.html
Vocal Virtuoso,2013,6,http://www.metrolyrics.com/vocal-virtuoso-lyrics-mariah-carey.html
Vulnerability (interlude),2006,6,http://www.metrolyrics.com/vulnerability-interlude-lyrics-mariah-carey.html
Want You,2006,6,http://www.metrolyrics.com/want-you-lyrics-mariah-carey.html
Warrior Spirit,2013,6,http://www.metrolyrics.com/warrior-spirit-lyrics-mariah-carey.html
We Belong Together,2005,100,http://www.metrolyrics.com/we-belong-together-lyrics-mariah-carey.html
We Belong Together (remix),2006,9,http://www.metrolyrics.com/we-belong-together-remix-lyrics-mariah-carey.html
Weakness Of The Body,2008,6,http://www.metrolyrics.com/weakness-of-the-body-lyrics-mariah-carey.html
When Christmas Comes,2010,6,http://www.metrolyrics.com/when-christmas-comes-lyrics-mariah-carey.html
When Do The Bells Ring For Me,2011,6,http://www.metrolyrics.com/when-do-the-bells-ring-for-me-lyrics-mariah-carey.html
When I Saw You,2006,28,http://www.metrolyrics.com/when-i-saw-you-lyrics-mariah-carey.html
When You Believe,2009,81,http://www.metrolyrics.com/when-you-believe-lyrics-mariah-carey.html
When You Believe (from,2006,15,http://www.metrolyrics.com/when-you-believe-from-lyrics-mariah-carey.html
When You Believe (from The Prince Of Egypt),2012,53,http://www.metrolyrics.com/when-you-believe-from-the-prince-of-egypt-lyrics-mariah-carey.html
When You Belive,2006,6,http://www.metrolyrics.com/when-you-belive-lyrics-mariah-carey.html
Whenever You Call,2006,44,http://www.metrolyrics.com/whenever-you-call-lyrics-mariah-carey.html
Whenever You Call (with Brian Mcknight),2006,59,http://www.metrolyrics.com/whenever-you-call-with-brian-mcknight-lyrics-mariah-carey.html
Why You Mad,2015,6,http://www.metrolyrics.com/why-you-mad-lyrics-mariah-carey.html
Why You Mad (Infinity Remix),2015,6,http://www.metrolyrics.com/why-you-mad-infinity-remix-lyrics-mariah-carey.html
With You,2018,6,http://www.metrolyrics.com/with-you-lyrics-mariah-carey.html
With You I'm Born Again,2014,6,http://www.metrolyrics.com/with-you-im-born-again-lyrics-mariah-carey.html
Without You,2009,59,http://www.metrolyrics.com/without-you-lyrics-mariah-carey.html
X-girlfriend,2006,15,http://www.metrolyrics.com/xgirlfriend-lyrics-mariah-carey.html
You Are My Heart And Soul!,2007,9,http://www.metrolyrics.com/you-are-my-heart-and-soul-lyrics-mariah-carey.html
You Don't Know What to Do,2014,28,http://www.metrolyrics.com/you-dont-know-what-to-do-lyrics-mariah-carey.html
You Got Me,2006,19,http://www.metrolyrics.com/you-got-me-lyrics-mariah-carey.html
You Had Your Chance,2006,19,http://www.metrolyrics.com/you-had-your-chance-lyrics-mariah-carey.html
You Need Me,2006,6,http://www.metrolyrics.com/you-need-me-lyrics-mariah-carey.html
You Will Alway Be My Baby,2012,6,http://www.metrolyrics.com/you-will-alway-be-my-baby-lyrics-mariah-carey.html
You're Mine,2013,38,http://www.metrolyrics.com/youre-mine-lyrics-mariah-carey.html
You're Mine (Eternal),2014,6,http://www.metrolyrics.com/youre-mine-eternal-lyrics-mariah-carey.html
You're Mine (Eternal) (Remix),2014,6,http://www.metrolyrics.com/youre-mine-eternal-remix-lyrics-mariah-carey.html
You're So Cold,2006,6,http://www.metrolyrics.com/youre-so-cold-lyrics-mariah-carey.html
Your Girl,2005,6,http://www.metrolyrics.com/your-girl-lyrics-mariah-carey.html
Yours,2006,6,http://www.metrolyrics.com/yours-lyrics-mariah-carey.html
